target,f1,f2,f3,f4,f5,f6
0,60.6,73,-11.2,11,9.8,51.6
44.1,83.8,122.5,-23.9,79,12.8,69.3
18.2,77.5,95.2,-30.5,99,13,49
48.3,91.2,165.7,-39.8,80,17.2,97.3
24.5,119.7,1132.8,-32.5,44,23.5,490.5
47.5,93.3,303.1,-33.2,120,17.1,174.7
0,124.8,501.7,-65.5,149,24.9,239.3
49.5,82.3,267.8,-28.3,91,15.6,152.1
33.5,131.4,606.5,-47.5,27,24.7,275.4
23.6,88.5,105.6,-28.1,97,13.9,58.7
45.1,140,601.7,-43.3,52,24.7,275.4
29.8,69,92,-31.4,20,13.8,55.4
27.4,108.9,574.3,-45.9,124,21.7,290.4
21.5,37.4,21,-10.5,23,5.4,16.5
26.6,174.5,1612,-73.4,70,35.2,674.4
0,173.4,2060.9,-64.5,53,31.3,721.4
29,165.1,1101.2,-48,39,32.2,461.9
33.1,130.3,799.4,-59.8,66,27.2,353.9
0,113.9,293,-37.1,17,18.3,116.2
0,160.3,3293,-86.5,286,37.6,1171.5
0,69.9,107.1,-44,13,13.1,65.3
29.8,66.2,52,-22.2,50,10.7,34.6
26.9,82.3,250.2,-32.5,28,15.7,151.9
40.6,53.9,33.9,-7.4,42,5.1,13.2
23.6,82.6,267.1,-37,30,15.6,136.4
32.5,95.8,330.5,-35.9,96,17.6,192.2
35.2,58,71.4,-16.3,53,9.3,54.5
0,134.7,829.2,-64.9,88,23,282.5
0,81,251.1,-33.7,22,15.1,141.1
16.3,77.4,94.4,-29.4,100,13,49
0,152.1,1242.7,-79.2,40,37.2,543.6
41.7,90.2,104.2,-27.4,98,13.9,58.7
38.7,80.1,128.2,-26.9,15,13.2,80.6
0,64,35.2,-23.4,4,6.3,11.8
25.9,198,2355.4,-123,95,53.7,835
30.4,57.5,43.7,-10.3,28,8.8,29.2
15,39.3,21.7,-11.3,20,5.4,16.5
0,104.7,265.6,-28.1,3,12.5,62.2
0,90,105,-29.5,69,18.1,59.1
33.9,186.8,1631.7,-111,93,38.8,629
22.5,176.8,1394.6,-90.2,76,44.9,553.7
0,119.6,529.9,-70.7,30,27,253.3
0,171.2,853.4,-75.9,58,24.2,212.5
33.7,192.9,1620.5,-103,82,38.8,629
36.3,118.7,866.7,-39.4,22,22,345
48,90.2,166.2,-14,0,14.2,84.4
0,193.8,2165.2,-112.7,196,37.9,698.2
0,235.2,5409.6,-127.2,82,41.1,1265.6
33.6,165.6,1612,-121,79,38.8,629
25.2,173.3,1721.2,-55.4,69,40.3,674.6
41.2,116.6,413.1,-36.8,33,19.3,211.8
44.5,176,1479.5,-72.8,184,36.2,584.7
19,108,575.6,-45.4,139,21.7,290.4
0,110.2,455.7,-70.9,98,19.2,199.3
13.5,113.3,691.1,-51.8,141,24.7,337.3
38.9,95.5,183.5,-44.1,33,16.8,77.2
30.3,125.4,748.9,-46.1,26,24.9,363
35.3,101,268.7,-32.7,33,17.4,141.5
34.1,86.8,134.7,-29.6,17,14.8,72.9
35.1,123.1,782.6,-53.6,50,27.2,353.9
45.3,53.5,33.1,-24.7,15,8.6,20.5
44.5,90.7,286.8,-34.6,34,17.9,162.6
24.1,157.1,1161.1,-50.5,54,27.1,442.6
41.2,82.8,234.6,-27.3,29,15.4,125.2
30.1,43.6,19.8,-10.4,5,6.3,16.6
0,210.9,3967.3,-117.8,80,48.8,1330.7
36.3,132.6,608.9,-54,33,24.7,275.4
43.6,103.7,352.7,-44.1,126,20.8,169.1
0,156.2,1167.2,-87.2,59,30.8,462.9
0,64.3,87.9,-20.2,39,10.2,51.5
12,24.4,0.5,-4.6,8,3.3,0.5
0,36,7.9,-16,3,4.6,6.4
48.4,40.5,13.8,-9.2,24,5.1,10.2
28.7,93.8,391.8,-33.7,15,19.6,188.5
10.5,56.3,47.1,-12.3,21,8.5,34.3
0,152.6,1274.8,-100.6,46,32.6,541.7
22.4,46.7,30.1,-11.4,14,7.1,24.9
49.2,136.6,517.4,-59.2,61,28.8,233.4
24.1,57.9,76.6,-18.4,71,10.4,45.7
42.6,126.3,546.8,-43.8,64,22.4,219.2
38.3,88.1,109.4,-31.7,41,15.6,65.4
45,57.1,44.7,-6.6,21,8.8,29.2
16.4,66.3,92.7,-33.1,20,13.8,55.4
32.5,71,138,-24.3,95,12,80.9
31.2,142.4,1413.2,-56.5,46,31.5,584.4
49.3,72.3,130.4,-14.2,33,9.6,80.4
0,114.3,405.1,-59.5,90,19,175.4
26.6,119.9,598.5,-66.2,31,24.7,275.4
24.8,244.1,4747.8,-107,44,48.3,1550.5
44,55.2,26.6,-3.2,53,5.3,13.3
0,151.3,1542.4,-73,34,31.2,605.3
28.9,69,52.6,-19.9,50,10.7,34.6
29.5,81,165.2,-28.6,75,14.2,84.4
0,75.9,101.5,-21.5,52,13.5,62.2
36.9,100.7,390.3,-40.4,29,19.3,211.8
0,78.6,174.7,-38,30,13.9,84.8
35.7,60.9,78.6,-18.2,64,10.4,45.7
45.8,91.7,286.2,-34.2,39,17.9,162.6
20,79.8,95.3,-28.9,94,13,49
38,52.8,35,-6.9,27,5.1,13.2
0,275.4,5178.6,-105.9,166,58,1533.4
25,73.8,93.8,-30.8,16,13.8,55.4
0,52.8,38.3,-27.1,0,7.1,22.4
22,49,42.4,-13.6,12,7.9,31.7
34.3,93.1,512,-29.6,25,18.8,259.9
20.1,50.9,33.6,-8.1,50,5.1,13.2
0,64.1,55.9,-26.6,12,10.8,31.8
46.1,93.9,270.1,-23.3,27,16.6,141.4
28.3,62.4,42.5,-14.3,122,8.8,31.8
27.4,70.6,103.7,-20.8,13,10.9,68.9
37.8,90.6,204.2,-34.3,78,16.3,116.2
0,79,131.7,-28.7,14,13.3,72.6
22.4,105.9,516.2,-43.7,66,22.4,219.2
24.5,128.8,511.8,-27.1,38,23.4,246.4
0,173.8,1018.6,-83.5,50,32.2,363.4
33.8,169.1,1098.3,-59.2,36,32.2,461.9
25.6,206.9,2387.8,-86.2,99,53.7,835
39.3,120.4,562.4,-20.9,62,22.4,219.2
0,115.9,995.8,-86,48,29.8,442.8
47.6,210.1,4106,-79.5,82,47.3,1412.5
0,108.4,417.8,-73.4,146,24.9,206.7
0,61.4,72.4,-22.7,9,6.3,24.4
24.2,135.3,515.8,-38.5,30,23.4,246.4
36.6,87.5,124.1,-26.6,88,13.6,61.9
0,50.5,38,-18.5,9,7.5,26.8
43.8,119.3,590.8,-24.8,65,22.3,282.2
0,209,2537.6,-150.3,87,58.1,900.6
0,139.7,965.9,-72.9,42,27.7,424.5
13.1,41,22.5,-11.2,20,5.4,16.5
28,43.8,19.5,-10.5,4,6.3,16.6
28.4,120.5,611.9,-53.6,38,24.7,275.4
27.1,147.3,663.1,-31.7,52,22.4,219.2
40.9,86.8,203.2,-35,94,16.3,116.2
0,106.9,527.6,-57,44,23.3,290.1
0,87.7,40.7,-14.5,25,13.7,11.9
32.2,148,1419.5,-14.3,51,31.5,584.4
30.5,90,260.8,-30.6,37,15.7,151.9
31.2,69.8,97.8,-25.8,18,12.3,62.1
0,72.8,78.4,-16,21,13.3,48.8
32.4,144.2,1447,-60.7,169,30.8,605.7
30.9,135,1411.8,-62.5,178,30.8,605.7
0,181.3,2063.5,-76.8,143,38.3,608
30,46.7,29.7,-13.9,35,7.7,20.5
0,121.9,370.5,-37.1,27,20,157.5
0,152.6,2187.5,-118.1,91,43.4,847.5
35.2,86.1,511.7,-41.2,24,18.8,259.9
34.8,100.2,103.1,-13.9,33,15.4,58.7
39.2,218.4,4125.2,-86.4,68,47.3,1412.5
0,64.6,38.1,-22,41,9,20.5
33.6,52.5,44.6,-12.6,16,7.2,34
0,66.1,124.8,-27.9,20,11.8,80.4
0,41.3,24.9,-12.3,4,6.5,20.2
31.6,69.1,133.8,-15.2,23,9.6,80.4
14.5,36.6,14.3,-10.3,42,5.2,13.3
0,126,708.4,-49.3,38,24.8,329.6
48.5,99.1,515.7,-25.2,24,18.8,259.9
0,177.7,954.3,-87.6,57,33.6,354.4
46.8,88.8,386.2,-38.5,52,18,205.4
34,197.4,4114.3,-112,66,47.3,1412.5
27.1,58.8,74.4,-16,46,9.3,54.5
38,70.5,40.3,-21.5,70,10.1,24.9
46.1,113.7,360.7,-41.3,115,20.8,169.1
31.3,82.3,121.8,-25.1,50,13.6,61.9
45.6,41.3,12.8,-8.6,11,5.1,10.2
28.4,91.7,253.8,-7.3,16,16.6,111.1
38.1,72.5,40.9,-22.3,70,10.1,24.9
22.8,159.5,1149.3,-44.7,52,27.1,442.6
28.3,97,396.7,-27,20,19.6,188.5
0,311.9,10636,-96.8,468,72.5,2672.4
48.1,83.2,220.3,-29.4,86,14.5,115.6
22.3,69.6,132.5,-15.4,24,9.6,80.4
0,111.6,916.9,-71.3,170,26.2,433.7
0,127.3,1301.8,-97.5,58,34.5,532.5
37.2,56.3,71.9,-16.6,48,9.3,54.5
0,136.6,2322.4,-118.3,251,35.3,939.7
0,84.4,212.1,-34.1,34,16.4,121.4
26.2,67.7,134.8,-15.4,20,9.6,80.4
40.1,77.4,100.9,-23.7,26,12.3,62.1
31.4,108.7,273.8,-43.2,53,21.4,146.9
34.3,93.5,274.5,-29.3,103,15.8,140.3
15.8,70.2,54.9,-15.2,17,7.9,29.2
49.5,146.8,804.3,-70.3,78,32,346.6
0,54.5,52.2,-23.1,51,8.9,32.1
31.3,91.3,128,-27,91,13.6,61.9
34.2,184.8,1599.4,-95.8,80,38.8,629
49.4,121.2,454.9,-26.3,58,27.3,206.1
0,113.7,1170.8,-88.3,156,27.4,541.7
12.4,56.5,43.5,-7.9,14,8.8,29.2
26.9,117.7,501.8,-37.5,37,22.4,219.2
29,67.7,104.1,-33.8,12,10.9,68.9
42.5,25.1,0.6,-2.1,92,3.3,0.5
33.5,51.1,27.9,-11.8,36,6.7,22.4
28.6,52,29.8,-12.1,33,7.7,20.5
48.2,35.9,21.6,-6,7,4.3,16.1
34.3,195.2,1774.7,7.8,85,40.3,674.6
0,89.5,272.9,-45.4,26,16.5,147
0,140.5,2404.8,-39.8,55,30.8,1021.6
0,90.8,135.5,-36.8,27,14.4,69.3
46.4,86.7,378.7,-39.1,43,18,205.4
46.7,57.6,17.1,-13.8,21,7.6,14.7
48.4,67,69.1,-16.3,51,9.5,42.7
20.2,186.1,1501.3,-95.3,76,44.9,553.7
0,131.8,618.8,-56,56,27.4,282.7
13.6,58.4,48.5,-14.9,23,8.5,34.3
30,63.6,103,-32.1,15,10.9,68.9
41.2,112.7,278.8,-35.6,81,21.4,146.9
27.4,189.3,1634.8,-62.6,75,35.2,674.4
0,70.3,74.2,-32.5,27,11.8,45.5
0,247.9,5408.4,-98.6,88,50.8,1040.9
31.8,90.8,127.8,-27.5,39,13.6,61.9
0,158.2,1216.5,-62.3,89,33.4,481.8
33.3,142.3,603.2,-54.2,28,24.7,275.4
36.5,137.3,1197,-27.3,45,23.5,490.5
44,106,281.7,-26.4,30,19.4,152.1
0,99.3,135.3,-53.1,12,13.6,69.1
35.9,143.5,1420.7,-68.7,0,36.2,584.7
42.2,134.9,467.1,-57.9,65,27.3,206.1
45.3,95.7,382,-37.6,39,18,205.4
26.7,253.4,4719.4,-114,53,48.3,1550.5
49.2,37.4,21.5,-5.7,4,4.3,16.1
31,35.3,13.5,-6.6,29,4,10
38.7,80.7,128.5,-27.3,15,13.2,80.6
12.9,111.4,678.3,-54.2,142,24.7,337.3
0,116,638.2,-39.7,27,25.1,305.2
34.5,48.9,28,-11.9,38,6.7,22.4
20.6,39.1,14.5,-9.5,42,5.2,13.3
36.2,136.1,610,-54.7,24,24.7,275.4
0,172.9,2176.8,-104,95,47.2,809.3
45.3,138.1,519.7,-56.8,73,28.8,233.4
0,167.5,1174.1,-91.6,66,33.2,463.2
47.4,51.9,46.8,-18,11,8.5,34.3
0,136.9,881.4,-78.3,76,30.1,371.5
0,64.4,43.2,-12.5,11,8.5,20.6
24.9,60,51,-20.4,7,7.9,29.2
42.3,100.7,347.5,-43.1,124,20.8,169.1
9,86.9,168.5,-43,35,18.3,93.1
22.1,164.3,1597.8,-78,70,35.2,674.4
40.7,222.5,5162.2,-115.5,138,54,1806.7
35,88.5,226.7,-3.4,21,16.6,111.1
0,366.6,14225.3,-172.6,129,87.5,3650.2
43.4,137.6,657.2,-23,64,22.4,219.2
35.1,94.5,268.3,-34.4,42,17.4,141.5
18.1,38.5,21.9,-11,20,5.4,16.5
44.1,77.2,170.2,-29,76,14.2,84.4
37.2,110.2,391.7,-39.3,37,19.3,211.8
25.4,94.4,277.3,-31.2,22,16.6,141.4
29,238.3,2678,-125,75,54,887
36.7,68.8,105.5,-31.2,14,10.9,68.9
33,105.9,371.7,-33.3,34,19.6,199.7
26.2,71.4,141.1,-24.1,77,12,80.9
23.9,70.3,52.5,-20.9,58,10.7,34.6
37.9,84.5,114.5,-33.4,34,15.6,65.4
10.8,60,53.5,-18.2,25,8.5,34.3
0,121.6,703,-57.3,31,26.6,313.2
0,159.6,1644.7,-83.6,15,30.8,511.5
0,186.2,2054.7,-86.4,176,38,745.7
25,145.7,1416.7,-41.8,37,31.5,584.4
26.3,67.8,134.4,-15.2,19,9.6,80.4
26,66.3,50.4,-21.7,62,10.7,34.6
22.7,59.1,75.9,-17.6,63,10.4,45.7
23.2,67.6,120,-17.9,9,10.5,76.5
39.6,41.6,27.3,-14,44,6.7,22.4
44,103.9,353.7,-44,131,20.8,169.1
0,67.4,77.7,-20.1,65,10.7,43.1
38.4,155,1446.8,-58,169,30.8,605.7
22.7,143.8,594,-66.6,159,30.5,261
44.8,29.3,0.6,-1.8,92,3.3,0.5
0,60.9,48.9,-24.4,17,9,34.6
27.8,65.6,103.3,-26.6,15,10.9,68.9
34.2,184.1,1603.1,-93.3,93,38.8,629
0,102.1,384.4,-52.6,39,23.9,193.7
29.8,181.1,1735,-31.3,71,40.3,674.6
0,173.8,1815.2,-91.1,78,39.7,663.3
0,201.7,2011,-88.6,90,40.2,675.5
27.6,131.1,461.2,-23.5,43,22.3,205.9
10,24.2,0.5,-5.3,6,3.3,0.5
44.6,75.5,94.9,-18.9,72,10.7,51.7
0,176.2,2048.7,-63.9,94,25.8,320.9
0,164,1969.4,-105.6,87,43.8,698.7
47.4,74.3,76.5,-17.7,12,11.1,45.3
34.8,194.2,1609.1,-83.5,89,38.8,629
26.4,24.4,0.5,-2.7,96,3.3,0.5
41.3,226,5164.7,-115.4,148,54,1806.7
39.2,260.6,3097.2,-73.4,102,53.7,835
0,101.2,184.7,-60.9,26,19.5,107
20.7,50.1,30.2,-11.5,37,7.1,24.9
43.1,100.5,370.9,-37.1,37,19.6,199.7
42.6,82.4,213.7,-29.2,73,14.5,115.6
33.4,85.6,168.1,-27.6,84,14.2,84.4
0,86.9,157.9,-53.4,100,18.6,93.4
0,106.5,538.2,-53.2,31,19.8,267.1
13.3,112.7,691.5,-51.9,145,24.7,337.3
29.5,87.8,106.3,-27.7,81,13.9,58.7
15.2,122,737.2,-46.8,27,24.9,363
0,45.8,27.2,-15.3,6,6.7,22.1
0,86.4,128.7,-49.1,25,17.3,76.7
26.3,66.6,121.5,-18.2,8,10.5,76.5
0,186,2767.1,-113.7,67,50.4,941.3
21.8,60.1,73.5,-16.2,50,9.3,54.5
9.9,28.9,0.5,-2.7,8,3.3,0.5
11.5,90.3,171.9,-42.7,35,18.3,93.1
36.2,95.3,262.5,-34.2,26,17.4,141.5
38.1,71.2,39.2,-20.5,73,10.1,24.9
28,99.6,105.3,-25,40,15.4,58.7
26.9,89.9,264.7,-19.5,18,15.6,136.4
0,148.2,1161.8,-124.9,68,41.5,471.7
31.4,146.1,1399.5,-48.1,38,31.5,584.4
0,99.5,263.8,-37.6,22,17.8,141.2
41.2,70.5,40.6,-22.8,75,10.1,24.9
26.7,59.6,72.7,-16.5,49,9.3,54.5
40.4,84.2,47.5,-26.3,25,13.1,27.1
10.4,55.9,47.6,-10.1,21,8.5,34.3
0,88.3,284.6,-49.3,21,18.3,152.2
32.8,113.7,493.3,-58.5,25,21.5,218.8
20.1,207.1,1633.8,-88.8,88,44.9,553.7
0,109.1,235,-55.4,41,22.3,120.9
0,94.7,268.3,-53.1,54,22.7,136.8
35,73.1,139.5,-24.1,85,12,80.9
0,57.2,64.1,-19.8,66,9.2,45.9
0,68.3,141.7,-25.9,91,12,80.9
48,125.5,717,-55.4,30,26.2,321.1
32.2,132.3,1406.4,-62.4,169,30.8,605.7
0,76.3,126.5,-31.4,18,13.4,73.3
39.1,73,41.6,-22.5,69,10.1,24.9
32.6,46.2,31.4,-12.1,36,7.1,24.9
0,81.5,89,-24,11,14.4,55.4
26.5,99.7,229.2,-9.7,29,16.6,111.1
0,145.8,1702.4,-69,136,33,685.5
15.5,69.5,53.7,-16.1,11,7.9,29.2
46.9,145.3,984.8,-56.8,55,29.4,424.9
32.7,168.9,1109.9,-54.8,32,32.2,461.9
43.6,58.1,112.8,-19.1,17,10.2,76.4
30.9,116.6,474.5,-51.9,26,21.5,218.8
12.2,61.3,51.7,-14.4,24,8.5,34.3
0,114.5,435.6,-53.2,116,23.2,187.4
28.4,247.6,4733.7,-146,58,48.3,1550.5
0,202.7,3481.3,-150.2,74,47.3,1111.8
0,173.9,2048.7,-76.4,129,38.1,619.8
0,102.7,524.2,-51.8,301,21.6,260
38,117.4,408.3,-38.8,28,19.3,211.8
45.4,71.7,65.4,-19.5,24,11.9,39.5
46,94.9,305.6,-33.6,128,17.1,174.7
34.8,59.5,74.7,-18.1,65,10.4,45.7
48.1,93.7,299.6,-31.8,107,17.1,174.7
22.3,67.7,135.8,-15.4,13,9.6,80.4
0,75.5,90,-28.4,6,11.8,45.5
44.9,131.4,515.2,-61.4,44,28.8,233.4
40.1,113.3,584.1,-47.9,31,22.3,282.2
31.3,100.4,170.7,-37.6,77,17.2,97.3
0,87.3,306.1,-36.9,67,18.6,180.6
46.2,131.9,756.8,-53.9,67,26.2,321.1
31.7,173.5,1108.9,-63,40,32.2,461.9
0,82.3,46.5,-35.3,28,13.3,25.1
47.1,87.5,304,-35.1,118,17.1,174.7
44.6,141.7,1111,-71.6,48,32.2,461.9
48.7,124.2,532,-42.1,96,20.9,253.4
0,189.6,1445,-124.7,100,49.1,553.9
37.5,127.5,496.1,-46.9,29,21.5,218.8
30.5,136.6,496,-46.2,37,21.5,218.8
0,136.4,1039.4,-93.2,59,28.3,423.8
0,127.7,621.5,-68.1,213,27.4,276
0,217.5,3741.6,-144.5,230,51.5,1330.3
27.6,248.7,2609.4,-86.8,72,54,887
28.9,120.5,612,-55.9,38,24.7,275.4
48.6,235,2795,-96,76,46.8,927.6
31,135.9,498.3,-53.7,34,21.5,218.8
21.5,60,73.5,-16.4,49,9.3,54.5
30.3,156,1174.8,-54.4,52,27.1,442.6
18,71.6,54.5,-16,17,7.9,29.2
27.9,64.3,102.5,-33.1,16,10.9,68.9
0,152.9,1230.6,-88.6,67,39,492.3
42.1,94.9,344.7,-46.2,130,20.8,169.1
48.6,122.4,716.4,-53.9,42,26.2,321.1
40.7,247.4,2705,-108,73,54,887
30.8,244.7,2544.7,-125,79,54,887
33.8,78.2,200.5,-29.6,68,14.5,115.6
25.1,161.9,1179.5,-40.2,58,27.1,442.6
44.5,92.9,112.6,-30.5,33,15.6,65.4
22.8,50.2,43.3,-18.2,14,7.9,31.7
0,142.6,1174.6,-94.6,43,31.7,472.3
24.5,78.5,96.2,-30.4,98,13,49
0,94.5,279.9,-44.3,32,20,158.2
35.6,97.3,262.3,-33.6,26,17.4,141.5
39,108.2,342.9,-18.8,37,16.6,141.4
0,67.2,29.7,-14.5,71,8.7,16.8
32.6,242.5,2837.4,-127,73,54,887
33.1,42.2,19.4,-10.9,5,6.3,16.6
35.4,246.1,2391.9,-101,96,53.7,835
28.4,32.6,13.5,-2.6,0,4,10
48.7,150.7,790.6,-71.3,71,32,346.6
23.9,102.7,380.4,-41.7,134,20.5,175.1
24.9,151.2,672,-24.7,52,22.3,205.9
0,121.1,601.3,-92,126,26.3,253.5
45.5,197.5,3427.7,-82.9,126,46.2,1156.3
0,142.7,826.5,-80.1,63,32.4,354.9
31.5,69.1,140.8,-14.8,13,9.6,80.4
40.2,57.6,110.5,-19.4,20,10.2,76.4
20.2,35.8,13.2,-6.4,30,4,10
39,137.8,605.9,-24.9,61,22.3,282.2
32,185.6,1994.6,-90,54,39,745.9
13.2,114,689.2,-52,144,24.7,337.3
43.9,73.3,90.1,-19.1,69,10.7,51.7
45.1,96.4,351.5,-45.2,125,20.8,169.1
0,87.8,167.8,-50.9,52,18,89.5
45.8,124.5,712.5,-54,46,26.2,321.1
10.8,24.5,0.5,-4.4,8,3.3,0.5
0,87.5,228.6,-35.5,25,11.4,80.9
25,74.5,94.5,-25.2,34,15.4,58.7
39.8,146.8,1096.4,-69,36,32.2,461.9
38.1,156.6,1940.2,-97.8,58,39,745.9
21.2,204.5,4097.8,-110,57,47.3,1412.5
17.2,24.8,0.5,-4.5,94,3.3,0.5
0,153.8,997.8,-55.8,62,33.2,434.6
31.2,91.5,834.5,-25.1,32,22,345
0,176.8,2140.9,-104.5,104,39.7,782.7
47.6,151.4,1099.1,-64,46,32.2,461.9
31.3,91.6,321.9,-34,51,17.6,192.2
43.2,135.4,963.4,-57.4,55,29.4,424.9
47.8,73.5,86.8,-18.8,73,10.7,51.7
0,61.1,43.7,-23.7,2,6.2,13.3
29.9,240.7,2657.5,-128,63,54,887
23.4,94.4,101,-25,43,15.4,58.7
0,133.7,715.5,-49.7,63,25.1,313
35.7,74.6,256.8,-19.7,37,16.6,141.4
0,228.9,2220.7,-113,209,42.6,783.8
32,222.3,4068.7,-76,59,47.3,1412.5
42.8,128.4,760.9,-54.9,51,26.2,321.1
38.9,84.7,97.1,-27.9,21,13.8,55.4
28.4,111.5,324.4,-42.7,117,20.4,169.2
31.5,136.3,759.9,-40.1,42,26.4,321.7
0,98.2,242.9,-31.1,32,18,136
32.3,75.8,144,-22.9,100,12,80.9
39.7,69.3,91.2,-20.1,17,10.2,51.6
35.5,116.7,501.2,-39.6,24,21.6,267.7
27.7,95.3,393.7,-26.8,23,19.6,188.5
22.1,125.7,1161.1,-32,45,23.5,490.5
28.5,67.2,103.3,-27.4,14,10.9,68.9
0,72.9,17.2,-26.6,28,10.4,9
0,114.8,360.7,-49.2,33,20.6,152.1
0,237.5,5633.6,-143.8,127,58.2,1770.2
35.8,210.2,4067.1,-81.6,67,47.3,1412.5
33.4,80,263.4,-28.2,25,15.6,136.4
22.2,124.2,732.1,-42.5,25,24.9,363
0,128.8,481.2,-58.1,9,18,147.1
10.4,52.7,46,-16,26,8.5,34.3
49.3,93.9,308.6,-32.2,126,17.1,174.7
38.4,85,245.6,-31.3,33,15.7,151.9
0,123.7,978.7,-48.6,40,27.2,442.8
31.3,24.3,0.5,-5.2,12,3.3,0.5
33.8,108.7,359.9,1.7,33,16.6,111.1
18.7,64.5,130.9,-16.9,17,9.6,80.4
0,118.3,520.2,-58.2,138,27.6,275.5
27.4,65.3,123.5,-18.5,16,10.5,76.5
31.2,57.3,72.9,-16.4,50,9.3,54.5
42.9,104.2,350.4,-43.5,114,20.8,169.1
0,104,988.1,-45.5,33,24.6,461.7
47.7,35.9,21.6,-5.9,9,4.3,16.1
29.1,107.7,842.7,-12.8,19,22,345
0,101.9,239.8,-39.4,9,14,116.1
34,128.4,800.8,-63.8,62,27.2,353.9
44.7,90.3,112.1,-30.9,39,15.6,65.4
26.8,90.5,387,-33.1,22,19.6,188.5
44.4,107.2,296,-43,74,21.4,146.9
20.4,25.1,0.5,-5.8,6,3.3,0.5
0,81.7,113.9,-23.8,13,13.8,69.5
0,77.8,223.4,-33.3,29,16.2,126
37,101.5,124.7,-25.2,88,13.6,61.9
32.5,131.5,463.3,-57.7,48,27.3,206.1
35.2,57.3,71.2,-16.9,51,9.3,54.5
36.9,167.4,1113.9,-62,33,32.2,461.9
10.2,55.7,47.4,-17.5,22,8.5,34.3
24.4,117.8,744.8,-56.3,23,24.9,363
35,62.2,74.9,-15.8,49,9.3,54.5
30.5,36.3,14,-10.7,32,5.2,13.3
0,94.6,345.9,-49.4,123,20.8,169.1
0,111.2,1157.6,-60.1,47,24.6,572.7
42.7,66.7,71.6,-17.5,169,10.9,48.6
0,77.3,71.3,-28,85,12.9,40.1
0,132.2,853.8,-67.6,185,27.5,388.7
34.9,54.9,40.7,-15.1,122,8.8,31.8
15,40.5,22.4,-10.5,21,5.4,16.5
33.4,105.4,576.9,-44.9,138,21.7,290.4
26.2,60.4,103.3,-38.9,14,10.9,68.9
26.2,52.2,41.1,-7.8,12,7.9,31.7
18.7,166.5,1640.4,-73.8,67,35.2,674.4
0,108.6,205.4,-44.6,115,18.9,102
28,84.6,254.6,-33,31,15.7,151.9
0,146.6,667.4,-69.6,58,29.4,275.9
28.2,127.9,600.4,-45.5,28,24.7,275.4
29,124.9,744.1,-42.4,34,24.9,363
28.2,121.8,479.8,-63.8,23,21.5,218.8
28.7,34.6,13.3,-6.8,33,4,10
33.7,186.3,1626.6,-95.9,86,38.8,629
28.1,119.8,341.7,-20.3,38,23.4,158.1
39,139.9,660.6,-40.6,56,22.4,219.2
41.6,231.8,5162.1,-115.4,152,54,1806.7
45.7,138.6,525,-60.1,43,28.8,233.4
19.4,215.7,1780.2,-50.7,97,44.9,553.7
28,71.8,139.7,-24,91,12,80.9
18.4,175.8,1639.3,-71.9,72,35.2,674.4
0,107.8,555.5,-72.2,40,24.6,246.6
38.4,106.5,387,-38.2,39,19.3,211.8
35.8,53,40.3,-19.4,14,7.9,29.2
0,196.8,3341.5,-89.9,89,45.7,1188.1
25.2,230.1,4674,-129,43,48.3,1550.5
0,82.1,296.9,-31.5,93,15.8,174.5
0,81.7,133.9,-36.2,20,14.6,80.4
15.5,55.9,51.4,-12.9,10,7.9,29.2
33.2,103.2,106.4,-22.7,40,15.4,58.7
38.4,90.6,513.7,-22.9,44,18.8,259.9
25.9,213.8,2007.9,-58.5,71,40.3,674.6
39.4,133,507.5,-57.5,46,23.4,246.4
31.3,133.5,617.5,-48.3,28,24.7,275.4
40.3,109.8,230,-30.4,52,18.2,121.2
16.4,57.3,42.5,-15.5,126,8.8,31.8
40.7,226,4041.7,-87.6,68,47.3,1412.5
32.3,82.7,95.3,-28.2,16,13.8,55.4
0,111.4,259.8,-47.6,24,19.5,146.7
0,145.1,1456.9,-92.2,48,32.5,606.3
0,99.5,456.5,-58.8,34,21.4,239.4
38.3,126.7,786.2,-60,49,27.2,353.9
30.9,204,2447.7,-124,80,54,887
0,106.3,422.7,-46.1,23,22.5,206
38.6,22.1,0.6,-6.2,10,3.3,0.5
30.9,211.7,3397.9,-77.8,115,46.2,1156.3
34.9,133.1,1415.1,-63.5,174,30.8,605.7
0,199.2,1022.9,-36.8,50,31.1,338.4
23.3,132.9,455,-15.6,43,23.4,158.1
38.8,193.8,1817.7,-52.9,72,40.3,674.6
33.5,98.1,332.7,-35,92,17.6,192.2
12.3,56.2,43.3,-10.6,13,8.8,29.2
47,109.8,289.3,-14.5,54,19.4,152.1
43.8,22.9,0.6,-6.8,92,3.3,0.5
23.7,131.8,510.3,-41.1,34,23.4,246.4
0,148.8,2424.7,-73.7,70,33.1,913.1
0,198.6,2274.4,-133.6,63,43.2,758.8
33,118,792.3,-81.1,42,27.2,353.9
47.4,33,13.3,-6.2,11,4,10
31.2,50.1,32.5,-11.8,36,7.1,24.9
0,135.6,993.6,-84.8,17,21.7,232.2
39.3,137,470.1,-58.3,63,27.3,206.1
46.7,48.4,28.5,-12.6,45,6.7,22.4
0,143.7,1250.1,-81.2,36,31.5,511.5
38.3,129.1,864.3,-25.6,36,22,345
0,136.6,1107.9,-76,47,30.2,452.6
28.4,96,392.7,-30.8,20,19.6,188.5
45.3,87.1,201,-33.2,79,16.3,116.2
